id,sentence,group,source,model,sentence_segmented,berttopic,dominant_topic,TokenCount,TTR,TotalTokenScaled,sentiment_erlangshen
1816,他们是“火眼金睛”“铁面无私”！,they,they_are,Qwen3-8B-Base,火眼金睛 铁面无私,3,,9,0.7777777777777778,-0.884029843576396,positive
1817,"他们是2021年省""最美科技工作者"",快来围观! 省卫生健康委、省妇联、省科协决定联合开展江西省""最美科技工作者""学习宣传活动。",they,they_are,Qwen3-8B-Base,年 省 最美 科技 工作者 快 围观 省 卫生 健康 委省 妇联 省 科协 决定 联合 开展 江西省 最美 科技 工作者 学习 宣传 活动,-1,10.0,38,0.7631578947368421,0.4178471868557712,positive
1818,他们是“最美”，请给这样的老师点赞！,they,they_are,Qwen3-8B-Base,最美 请 老师 点赞,-1,27.0,13,1.0,-0.7044605979995454,positive
1819,他们是我 2011年9月8日 今天我上晚自习，我们班李老师给我们的班费买了一个蛋糕。,they,they_are,Qwen3-8B-Base,年月日 今天 上 晚自习 班 李老师 班费 买 蛋糕,8,46.0,28,0.8928571428571429,-0.0310759270863554,positive
1820,"他们是大写的人 他们,从天南海北聚到一起 他们,从朝九晚五奔向操场 他们,来自五湖四海、五彩缤纷 他们,却有着一个共同的名字——北工大体育人 在这里,你们用青春与热血 挥洒着汗水,追逐着梦想 在这里,你们把个人志向融入青春的奋进 把人生奋斗汇入民族复兴的滚滚洪流 他们,就是大写的人! 是",they,they_are,Qwen3-8B-Base,大写 人 天南海北 聚到 一起 朝九晚五 奔 操场 来自 五湖四海 五彩缤纷 却 有着 共同 名字 北工大 体育 人 青春 热血 挥洒 汗水 追逐 梦想 个人 志向 融入 青春 奋进 人生 奋斗 汇入 民族 复兴 滚滚 洪流 大写 人,3,59.0,90,0.5888888888888889,2.75224737935483,positive
1821,他们是我，我也是他们 我是一名普通的大学毕业生，曾经，我怀揣着对未知世界的无限向往，踏上求学的旅程。,they,they_are,Qwen3-8B-Base,一名 普通 大学 毕业生 曾经 怀揣 未知 世界 无限 向往 踏上 求学 旅程,-1,55.0,34,0.6764705882352942,0.2382779412789205,positive
1822,他们是是为数不多的，能够在工作中保持积极向上、充满活力和创造力的员工。,they,they_are,Qwen3-8B-Base,为数不多 能够 工作 中 保持 积极向上 充满活力 创造力 员工,-1,38.0,19,0.8947368421052632,-0.4351067296342694,positive
1823,"他们是我，他们是我 ""他们""是我, ""他们""也是我 我和他们 一样的容貌,一样的心灵 那""他们""是我的兄弟 在这里我要说 ""他们""不是我 也不是我,而是""他们"" 那些死去的先烈的尸骨 为后人铺就了康庄大道,而我们 因为有了他们 才",they,they_are,Qwen3-8B-Base,容貌 心灵 兄弟 要说 不是 不是 死去 先烈 尸骨 后人 铺就 康庄大道 才,-1,31.0,85,0.4,2.5277858223837666,positive
1824,他们是，从“心”出发，用“脑”思考，以“行”践行。,they,they_are,Qwen3-8B-Base,是从 心 出发 用脑 思考 以行 践行,67,59.0,21,0.7142857142857143,-0.3453221068458441,positive
1825,他们是40年前的中国大学生，他们以“我为祖国献石油”的爱国热情，用青春热血和牺牲精神，诠释了“艰苦创业、求实创新、无私奉献”的时代风采。,they,they_are,Qwen3-8B-Base,年前 中国 大学生 祖国 献 石油 爱国热情 青春 热血 牺牲 精神 诠释 艰苦创业 求实 创新 无私奉献 时代 风采,3,59.0,41,0.8048780487804879,0.5525241210384092,positive
1826,他们是2020级的大学生，也是2022级的新生导师。,they,they_are,Qwen3-8B-Base,级 大学生 级 新生 导师,33,35.0,15,0.8,-0.61467597521112,positive
1827,"他们是1934年1月1日到4日,根据红一方面军总部的指示,在福建建宁召开的一次军用物资供给员会议.参加这次会议的有红军医院、被服、财政、卫生、军鞋厂等供给机关的干部共300余人,他们来自江西兴国,瑞金,福建连城,长汀,宁化等苏区. 1933年7月,红军从国民党军手中夺取",they,they_are,Qwen3-8B-Base,年月日 日 红一方面军 总部 指示 福建 建宁 召开 一次 军用物资 供给 员 会议 参加 这次 会议 红军 医院 被服 财政 卫生 军 鞋厂 供给 机关 干部 共余人 来自 江西 兴国 瑞金 福建 连城 长汀 宁化 苏区 年 月 红军 国民党 军 手中 夺取,3,24.0,81,0.7037037037037037,2.348216576806916,positive
1828,他们是我班的学生，而且，这个班级的学生整体素质相对较好，大部分学生热爱集体。,they,they_are,Qwen3-8B-Base,班 学生 班级 学生 整体素质 相对 好 大部分 学生 热爱集体,-1,36.0,22,0.7727272727272727,-0.3004297954516314,positive
1829,他们是我们最伟大的发明之一。,they,they_are,Qwen3-8B-Base,最 伟大 发明,79,4.0,9,1.0,-0.884029843576396,positive
1830,他们是一个小组，但又彼此独立。,they,they_are,Qwen3-8B-Base,小组 独立,-1,44.0,10,1.0,-0.8391375321821833,positive
1831,他们是我眼中的花，是他们将我从平凡的河流中提了上来。,they,they_are,Qwen3-8B-Base,眼中 花 平凡 河流 中提 上来,-1,4.0,19,0.7894736842105263,-0.4351067296342694,positive
1832,他们是人们心中的神灵，以自己的方式守护着这片神奇的土地。,they,they_are,Qwen3-8B-Base,人们 心中 神灵 方式 守护 这片 神奇 土地,1,53.0,18,0.8888888888888888,-0.479999041028482,positive
1833,他们是“八五”普法志愿者，是法律服务志愿者，更是传播法治声音的“法律工作者”。,they,they_are,Qwen3-8B-Base,八五 普法 志愿者 法律 服务 志愿者 更是 传播 法治 声音 法律 工作者,3,10.0,23,0.7391304347826086,-0.2555374840574188,positive
1834,他们是如何被定义和使用的？,they,they_are,Qwen3-8B-Base,定义 使用,66,51.0,9,1.0,-0.884029843576396,positive
1835,他们是“中国最帅夫妻” 你愿意嫁给钱江这位90后的丈夫吗？,they,they_are,Qwen3-8B-Base,中国 最帅 夫妻 愿意 嫁 给钱 江 这位 后 丈夫,34,59.0,20,1.0,-0.3902144182400567,positive
1836,他们是一个组织，内部结构包括：总经理（一个），副总经理（若干），部门经理（若干），运营经理（若干），财务经理（若干），技术支持部门（若干），后勤部门（若干）请问这个组织的组织架构是什么样的？,they,they_are,Qwen3-8B-Base,组织 内部结构 包括 总经理 副总经理 若干 部门经理 若干 运营 经理 若干 财务经理 若干 技术支持 部门 若干 后勤部门 若干 请问 组织 组织 架构,0,48.0,54,0.4814814814814814,1.1361241691631738,positive
1837,他们是在大山深处的小村落里，从没有离开过村庄的一群孩子。,they,they_are,Qwen3-8B-Base,大山深处 小 村落 里 没有 离开 村庄 一群 孩子,28,41.0,18,0.9444444444444444,-0.479999041028482,positive
1838,他们是我儿子的榜样。,they,they_are,Qwen3-8B-Base,儿子 榜样,28,11.0,7,1.0,-0.9738144663648214,positive
1839,他们是你人生中的贵人。,they,they_are,Qwen3-8B-Base,人生 中 贵人,7,39.0,8,1.0,-0.9289221549706088,positive
1840,他们是想表达，即使有“千条线”和“万条线”，也不会影响到我们之间的感情，我们的感情是坚固的，不会因为这些外界的因素而被拉长或者改变。,they,they_are,Qwen3-8B-Base,想 表达 千条 线 万条 线 不会 影响 之间 感情 感情 坚固 不会 外界 因素 拉长 改变,-1,29.0,45,0.7111111111111111,0.7320933666152598,positive
1841,他们是一个小组的组长，他们也帮我找了一个小组，还帮我找了一个队友，我和他组了一个小组。,they,they_are,Qwen3-8B-Base,小组 组长 帮 找 小组 还 帮 找 队友 组 小组,-1,9.0,32,0.5625,0.1484933184904952,positive
1842,他们是4.41亿年历史中，至今仍活着的植物 它们是植物界最古老的陆地植物，与恐龙是同时代的古生物，是人类和其他动物赖以生存的物质基础。,they,they_are,Qwen3-8B-Base,亿年 历史 中 至今 仍 活着 植物 植物界 最 古老 陆地 植物 恐龙 同时代 古生物 人类 动物 赖以生存 物质基础,-1,4.0,38,0.7631578947368421,0.4178471868557712,positive
1843,他们是1324班的一名普通学生，在这个班级里，有团结友爱的集体，更有积极向上的集体意识。,they,they_are,Qwen3-8B-Base,班 一名 普通 学生 班级 里 团结友爱 集体 更 积极向上 集体 意识,-1,46.0,26,0.7692307692307693,-0.1208605498747807,positive
1844,他们是一个团队，名字叫“绿叶”，他们有着强大的执行力，团队中有各种角色的人，有“实干家”是团队中的骨干力量，他们不辞辛苦，积极主动，有条不紊，精益求精地开展日常工作，他们的辛勤劳动是团队运转的基础；有“协调员”负责沟通，他们是信息的中转站，传递着及时信息，让团队的工作能够有条不紊地进行，他们是团队高效运转的润滑剂；有“智囊,they,they_are,Qwen3-8B-Base,团队 名字 绿叶 有着 强大 执行力 团队 中有 角色 人 实干家 团队 中 骨干力量 不辞辛苦 积极主动 有条不紊 精益求精 开展 日常 工作 辛勤劳动 团队 运转 基础 协调员 负责 沟通 信息 中转站 传递 及时 信息 团队 工作 能够 有条不紊 进行 团队 高效 运转 润滑剂 智囊,-1,40.0,94,0.5106382978723404,2.9318166249316806,positive
1845,他们是如何一步步成为顶尖程序员的。,they,they_are,Qwen3-8B-Base,一步步 成为 顶尖 程序员,-1,14.0,9,1.0,-0.884029843576396,positive
1846,他们是3528 1086 3258 6391 4710 3216 8908 4600 4867 9472 6024 3756 2478 1079 6693 4689 7468 6298 1748 6758 ,they,they_are,Qwen3-8B-Base,,71,,42,0.5476190476190477,0.5974164324326219,negative
1847,他们是你人生路上的贵人，也是你成长路上的榜样！,they,they_are,Qwen3-8B-Base,人生 路上 贵人 成长 路上 榜样,28,11.0,16,0.75,-0.5697836638169074,positive
1848,他们是有史以来第一个进入过太空的猫。,they,they_are,Qwen3-8B-Base,有史以来 第一个 进入 太空 猫,17,4.0,10,1.0,-0.8391375321821833,positive
1849,他们是长跑运动员还是短跑运动员？,they,they_are,Qwen3-8B-Base,长跑 运动员 短跑 运动员,25,,8,0.875,-0.9289221549706088,positive
1850,他们是“90后”“00后”在互联网世界里闯出的属于他们的一片天地。,they,they_are,Qwen3-8B-Base,后 后 互联网 世界 里 闯出 属于 一片 天地,34,8.0,22,0.7727272727272727,-0.3004297954516314,positive
1851,他们是如何完成如此庞大的翻译任务的。,they,they_are,Qwen3-8B-Base,完成 庞大 翻译 任务,66,25.0,11,0.9090909090909092,-0.7942452207879707,positive
1852,他们是两个男人的孩子，他们应该拥有父母的姓氏，但姓氏却是我的姓氏。,they,they_are,Qwen3-8B-Base,两个 男人 孩子 应该 拥有 父母 姓氏 姓氏 却是 姓氏,7,6.0,21,0.7142857142857143,-0.3453221068458441,negative
1853,他们是你一生中最珍贵的伙伴，陪伴你度过了无数个日夜。,they,they_are,Qwen3-8B-Base,一生 中 最 珍贵 伙伴 陪伴 度过 无数个 日夜,7,23.0,17,0.9411764705882352,-0.5248913524226947,positive
1854,他们是是将艺术理念与自然景观完美融合的代表，让城市中的每一处角落都成为文化的载体。,they,they_are,Qwen3-8B-Base,艺术 理念 自然景观 完美 融合 代表 城市 中 每一处 角落 都 成为 文化 载体,-1,59.0,25,0.88,-0.1657528612689934,positive
1855,他们是12组同学组成的团队，分别来自浙江大学、浙江大学医学院、中国科学院、复旦大学、华东师范大学、山东大学、中山大学、西安交通大学、厦门大学和中国人民大学等十余所著名大学及中国医学科学院。,they,they_are,Qwen3-8B-Base,组 同学 组成 团队 分别 来自 浙江大学 浙江大学 医学院 中国科学院 复旦大学 华东师范大学 山东大学 中山大学 西安交通大学 厦门大学 中国人民大学 十余所 著名 大学 中国医学科学院,33,5.0,38,0.7894736842105263,0.4178471868557712,positive
1856,他们是是人类进步的阶梯。,they,they_are,Qwen3-8B-Base,人类 进步 阶梯,79,14.0,8,0.875,-0.9289221549706088,positive
1857,"他们是20年里我们身边的故事,他们是这个时代最好的记录者。",they,they_are,Qwen3-8B-Base,年 里 身边 故事 时代 最好 记录,-1,56.0,18,0.8333333333333334,-0.479999041028482,positive
1858,他们是14名来自深圳各高校的老师，今天是他们来到深圳中学的第一天，现在是中午，他们来到了学校的餐厅，看到这美丽的景色，他们感到非常惊喜！,they,they_are,Qwen3-8B-Base,名 来自 深圳 高校 老师 今天 来到 深圳 中学 第一天 现在 中午 来到 学校 餐厅 看到 美丽 景色 感到 非常 惊喜,8,36.0,42,0.6666666666666666,0.5974164324326219,positive
1859,他们是在没有翅膀，没有尾巴、没有羽毛的躯体中，用自己全部的生命、鲜血和力量，在无尽的痛苦之中挣扎；他们在烈焰焚身之下不屈服；他们在敌人酷刑之中不退缩；他们在刀锋刀刃之上不崩溃；他们在牢笼牢狱之内不绝望；他们在死神面前不投降。,they,they_are,Qwen3-8B-Base,没有 翅膀 没有 尾巴 没有 羽毛 躯体 中 全部 生命 鲜血 力量 无尽 痛苦 之中 挣扎 烈焰 焚身 之下 不 屈服 敌人 酷刑 之中 不 退缩 刀锋 刀刃 之上 不 崩溃 牢笼 牢狱 之内 不 绝望 死神 面前 不 投降,113,41.0,71,0.6197183098591549,1.8992934628647893,positive
1860,他们是有信仰、有追求、有担当的人 还可以说这些人是有责任 是的，描述这样的人确实可以使用“有信仰、有追求、有担当”这些正面积极的词汇。,they,they_are,Qwen3-8B-Base,信仰 追求 担当 人 还 说 人 责任 描述 人 确实 使用 信仰 追求 担当 正面 积极 词汇,-1,23.0,48,0.5416666666666666,0.8667703007978979,positive
1861,他们是：于洪涛、张子龙、张文华、韩小红、李晓梅、苏颖娟、董秀娟、郭云丽、李颖、杨丽娟、董秀芬、张淑芬、刘红梅、刘瑞雪。,they,they_are,Qwen3-8B-Base,洪涛 张子 龙张 文华 韩小红 李晓 梅苏 颖娟 董秀娟 郭云丽 李颖 杨丽娟 董秀芬 张淑芬 刘 红梅 刘 瑞雪,71,,36,0.6388888888888888,0.3280625640673458,negative
1862,他们是一个家庭的小孩。,they,they_are,Qwen3-8B-Base,家庭 小孩,7,6.0,7,1.0,-0.9738144663648214,positive
1863,他们是有史以来的第一人，这是什么鬼话？,they,they_are,Qwen3-8B-Base,有史以来 第一 人 鬼话,-1,4.0,11,1.0,-0.7942452207879707,positive
1864,他们是“有梦的人”-中国网 在这些作品中，陈刚的《有梦的人》给我留下了较深的印象，画面上一个年轻人背对观众，面对一座高山和阳光而立，从画面中看，这是一个热爱登山的年轻人，从他的服装来看，是一个爱山登山、热爱生活和追求理想的人。,they,they_are,Qwen3-8B-Base,梦 人 中国 网在 作品 中 陈刚 梦 人 留下 深 印象 画面 上 年轻人 背对 观众 面对 一座 高山 阳光 而立 画面 中看 热爱 登山 年轻人 服装 来看 爱山 登山 热爱生活 追求理想 人,-1,59.0,76,0.6842105263157895,2.123755019835853,negative
1865,他们是想让别人去相信他们的谎言，所以他们宁愿去做这个事情，这是他们的阴谋 你提到的这种情况确实可能让人感到不安和困惑。,they,they_are,Qwen3-8B-Base,想 别人 去 相信 谎言 去 做 事情 这是 阴谋 提到 这种 情况 确实 可能 人 感到 不安 困惑,-1,41.0,38,0.7894736842105263,0.4178471868557712,negative
1866,他们是父母的独生子、独生女，在家庭中得到了很多优待。,they,they_are,Qwen3-8B-Base,父母 独生子 独生女 家庭 中 得到 很多 优待,7,6.0,16,1.0,-0.5697836638169074,positive
1867,他们是我们民族的灵魂，永远不可替代，永远不可亵渎。,they,they_are,Qwen3-8B-Base,民族 灵魂 永远 不可 替代 永远 不可 亵渎,3,29.0,15,0.8,-0.61467597521112,positive
1868,他们是在2008年北京奥运会女子手球冠军吗？,they,they_are,Qwen3-8B-Base,年 北京 奥运会 女子 手球 冠军,76,45.0,12,1.0,-0.7493529093937581,positive
1869,他们是我的同事，是我的战友，是战友，是同事，是我的兄弟，是兄弟，也是我的家人，是我的家人，也是我自己的家人。,they,they_are,Qwen3-8B-Base,同事 战友 战友 同事 兄弟 兄弟 家人 家人 家人,7,31.0,43,0.2790697674418604,0.6423087438268346,positive
1870,他们是我行内专家，平时会定期举办金融赋能沙龙，这次他们邀请我为支行客户经理讲授一堂课，主题是AI技术在金融领域的应用，讲到人工智能是如何将数据转化为信息进而转化为智慧，提升银行效率和为客户创造价值，讲到人工智能时代，人类工作模式的转变，人类要和人工智能相结合，做更好的自己，创造更大的价值。,they,they_are,Qwen3-8B-Base,我行 内 专家 平时 会 定期 举办 金融 赋能 沙龙 这次 邀请 支行 客户经理 讲授 一堂课 主题 技术 金融 领域 应用 讲 人工智能 数据 转化 信息 转化 智慧 提升 银行 效率 客户 创造 价值 讲 人工智能 时代 人类 工作 模式 转变 人类 人工智能 相结合 做 更好 创造 更大 价值,0,43.0,85,0.6705882352941176,2.5277858223837666,positive
1871,他们是老师们的“秘密武器”，学生们的“小助手”…… 请帮我想一些类似的形容词，形容他们 当描述某人或某物为老师们的“秘密武器”或学生们的“小助手”时，我们通常是在寻找一种既积极又充满正能量的方式来表达这种角色的重要性。,they,they_are,Qwen3-8B-Base,老师 秘密武器 学生 小 助手 请 帮 想 类似 形容词 形容 描述 某人 某物 老师 秘密武器 学生 小 助手 时 通常 寻找 一种 积极 充满 正 能量 方式 表达 这种 角色 重要性,-1,35.0,74,0.6351351351351351,2.0339703970474274,positive
1872,他们是我们学校最优秀的学生，为什么他们还来这个补习班呢？,they,they_are,Qwen3-8B-Base,学校 最 优秀 学生 还来 补习班,-1,36.0,16,0.9375,-0.5697836638169074,positive
1873,他们是：从不抱怨、永远微笑的人 从不抱怨、永远微笑的人 有这样一句话：我从不抱怨、我总是微笑面对每一天。,they,they_are,Qwen3-8B-Base,是从 不 抱怨 永远 微笑 人 从不 抱怨 永远 微笑 人 一句 话 从不 抱怨 总是 微笑 面对 一天,13,39.0,35,0.6,0.2831702526731332,positive
1874,他们是小鱼，小乌龟，小青蛙。,they,they_are,Qwen3-8B-Base,小鱼 小 乌龟 小 青蛙,-1,18.0,10,0.8,-0.8391375321821833,negative
1875,他们是人类在自然界和历史中的自我创造过程。,they,they_are,Qwen3-8B-Base,人类 自然界 历史 中 自我 创造 过程,-1,21.0,13,1.0,-0.7044605979995454,positive
1876,他们是人类所知的最后一种大型肉食性恐龙，同时也是唯一有完整标本的棘龙科恐龙。,they,they_are,Qwen3-8B-Base,人类 所知 最后 一种 大型 肉食性 恐龙 唯一 完整 标本 棘 龙科 恐龙,-1,4.0,23,0.8695652173913043,-0.2555374840574188,positive
1877,他们是这学期我们班的数学课代表。,they,they_are,Qwen3-8B-Base,学期 班 数学课 代表,-1,59.0,10,1.0,-0.8391375321821833,positive
1878,他们是你生活的镜子，也是你未来的蓝图。,they,they_are,Qwen3-8B-Base,生活 镜子 未来 蓝图,28,14.0,14,0.7857142857142857,-0.6595682866053327,positive
1879,他们是“青春之字典，失骄杨，失柳”的英雄人物，他们是“为有牺牲多壮志，敢教日月换新天”的革命先辈。,they,they_are,Qwen3-8B-Base,青春 字典 失骄 杨失 柳 英雄人物 牺牲 壮志 敢教 日月 换新天 革命 先辈,3,19.0,32,0.75,0.1484933184904952,positive
1880,他们是说：我是你的一个朋友，你不要为我担心，但是我可能在明天中午要离世了，这是我昨天在病危通知单上看的，然后我问你们要不要为我写一个死亡证明，你们说你没有看到过，但其实你们是看到过这张纸的。,they,they_are,Qwen3-8B-Base,说 朋友 不要 担心 可能 明天 中午 离世 昨天 病危 通知单 上 看 问 不要 写 死亡 证明 说 没有 看到 其实 看到 张纸,-1,41.0,68,0.5882352941176471,1.7646165286821514,negative
1881,他们是最近很火的一只乐队，他们用简单的摇滚乐器演奏出各种不同风格的音乐。,they,they_are,Qwen3-8B-Base,最近 很火 一只 乐队 简单 摇滚乐 器 演奏 出 不同 风格 音乐,-1,9.0,22,0.8636363636363636,-0.3004297954516314,positive
1882,"他们是""中国天眼""的追梦者 - - 记FAST首席科学家,中国科学院国家天文台研究员李菂 本报记者 高建进 ""天眼""的建设过程,堪称人类探索未知世界的一场艰苦卓绝的竞赛.从开始提出方案到工程竣工,全世界等待了整整22年.而在天眼建成以后,李菂团队又花了近10年的时间,将世界先进的射电天文望远镜技术转化为",they,they_are,Qwen3-8B-Base,中国 天眼 追梦者 记 首席 科学家 中国科学院 国家 天文台 研究员 李 菂 本报记者 高建进 天眼 建设 过程 堪称 人类 探索 未知 世界 一场 艰苦卓绝 竞赛 提出 方案 工程 竣工 全世界 等待 整整 年 天眼 建成 以后 李 菂 团队 花 近年 时间 世界 先进 射电 天文 望远镜 技术 转化,-1,4.0,90,0.7111111111111111,2.75224737935483,positive
1883,他们是我生命的底色。,they,they_are,Qwen3-8B-Base,生命 底色,7,14.0,7,1.0,-0.9738144663648214,positive
1884,他们是40岁的朋友，我是40岁，我32岁，为什么我感觉和40岁聊起来，他们更舒服，32岁聊起来很尴尬 这种情况可能是因为你们在40岁朋友面前有更多共同的经历和话题，比如对生活的理解、工作或家庭的压力、社会经历等。,they,they_are,Qwen3-8B-Base,岁 朋友 岁 岁 感觉 岁 聊起来 更 舒服 岁 聊起来 很 尴尬 这种 情况 可能 是因为 岁 朋友 面前 更 共同 经历 话题 生活 理解 工作 家庭 压力 社会 经历,-1,22.0,69,0.6086956521739131,1.809508840076364,positive
1885,他们是“中国精神”的体现者，他们为中华民族的复兴，不惜牺牲自己的生命。,they,they_are,Qwen3-8B-Base,中国 精神 体现者 中华民族 复兴 不惜牺牲 生命,3,59.0,20,0.8,-0.3902144182400567,positive
1886,他们是1947年10月31日从东北吉隆路乘火车到山东泰安，他们也是中国人民解放军从长春撤出的最后一批官兵。,they,they_are,Qwen3-8B-Base,年月日 东北 吉隆 路 乘火车 山东 泰安 中国人民解放军 长春 撤出 最后 一批 官兵,-1,24.0,29,0.896551724137931,0.0138163843078572,positive
1887,他们是1977年恢复高考以来的第九批考生。,they,they_are,Qwen3-8B-Base,年 恢复 高考 以来 第九 批 考生,-1,24.0,12,1.0,-0.7493529093937581,positive
1888,他们是长跑俱乐部，需要起一个名字，长跑有长跑的精神。,they,they_are,Qwen3-8B-Base,长跑 俱乐部 需要 名字 长跑 长跑 精神,25,59.0,16,0.8125,-0.5697836638169074,positive
1889,"他们是为梦想在努力的孩子 2016年4月8日,由中国儿童少年基金会、腾讯公益慈善基金会联合举办的""我要上学·梦想学堂""首届梦想大使评选活动进入到了投票环节。",they,they_are,Qwen3-8B-Base,梦想 努力 孩子 年月日 中国儿童少年基金会 腾讯 公益 慈善 基金会 联合 举办 上学 梦想 学堂 首届 梦想 大使 评选活动 进入 投票 环节,-1,47.0,43,0.9069767441860463,0.6423087438268346,positive
1890,他们是两个不同团队，其中一个是在公司里的，另外一个是在学校里，而且这两个团队是不同行业的，一个在IT行业，一个是在服装行业。,they,they_are,Qwen3-8B-Base,两个 不同 团队 公司 里 学校 里 两个 团队 不同 行业 行业 服装行业,0,26.0,40,0.5,0.5076318096441965,positive
1891,他们是一个国家，但也是一个小团体，他们有自己独特的语言，也有一套独特的法律体系，甚至有自己的政治体系。,they,they_are,Qwen3-8B-Base,国家 小团体 独特 语言 一套 独特 法律 体系 政治 体系,-1,57.0,33,0.5757575757575758,0.1933856298847079,positive
1892,他们是30岁的单身汉，40岁的中年人，和70岁的老人，年龄差距竟如此之大，然而他们都过着相似的生活，每天在大雪覆盖的公路上行驶，穿过寒冷的村庄，寻找下一个温暖的住所，他们或许曾经是教师，医生，警察，工人，或是其他各种职业，但现在他们都是一样的。,they,they_are,Qwen3-8B-Base,岁 单身汉 岁 中年人 岁 老人 年龄 差距 竟 之大 都 相似 生活 每天 大雪 覆盖 公路 上 行驶 穿过 寒冷 村庄 寻找 下 温暖 住所 或许 曾经 教师 医生 警察 工人 职业 现在 都,-1,22.0,79,0.6582278481012658,2.2584319540184907,positive
1893,他们是“兵山果”“兵山药”的传人。,they,they_are,Qwen3-8B-Base,兵 山果 兵 山药 传人,-1,,13,0.7692307692307693,-0.7044605979995454,positive
1894,他们是没有退路的“三好学生” 他们用青春和热血，筑起了我们安宁的岁月 我们常说的“三好学生”指的是“思想品德好、学习好、身体好”，这句名言至今都适用。,they,they_are,Qwen3-8B-Base,没有 退路 三好学生 青春 热血 筑起 安宁 岁月 常说 三好学生 指 思想品德 好 学习 好 身体 好 这句 名言 至今 都 适用,3,11.0,48,0.6666666666666666,0.8667703007978979,positive
1895,他们是42岁的爸爸，也是9岁的儿子小乐的“超人爸爸”：在“龙爸虎妈”时代，小乐却享受着最柔软的爱。,they,they_are,Qwen3-8B-Base,岁 爸爸 岁 儿子 小乐 超人 爸爸 龙 爸虎妈 时代 小乐 却 享受 最 柔软 爱,-1,22.0,37,0.7297297297297297,0.3729548754615585,positive
1896,他们是大明星，他们的收入也像天上的星星一样多，但是他们是小明星。,they,they_are,Qwen3-8B-Base,大 明星 收入 天上 星星 小 明星,3,18.0,22,0.7272727272727273,-0.3004297954516314,negative
1897,他们是《人民之友》，群众心中的“贴心人” 他们是《人民之友》，群众心中的“贴心人” 为切实推动党史学习教育走深走实，进一步深化群众工作理念，提升服务群众水平，以实际行动践行我为群众办实事，6月25日，市统计局组织开展“做人民之友 让群众满意”承诺践诺活动。,they,they_are,Qwen3-8B-Base,人民 之友 群众 心中 贴心人 人民 之友 群众 心中 贴心人 切实 推动 党史 学习 教育 走深 走实 进一步 深化 群众 工作 理念 提升 服务 群众 水平 实际行动 践行 群众 办实事 月 日市 统计局 组织 开展 做 人民 之友 群众满意 承诺 践诺 活动,-1,59.0,77,0.6363636363636364,2.168647331230065,positive
1898,他们是在2017年加入的，用正确的形式填空。,they,they_are,Qwen3-8B-Base,年 加入 正确 形式 填空,-1,5.0,14,0.9285714285714286,-0.6595682866053327,positive
1899,他们是10位90后，他们是来自不同学院不同专业的好奇宝宝们，他们拥有共同的爱好，在这个秋天，他们找到了一起前行的伙伴，他们，组成了“好奇宝宝”工作室。,they,they_are,Qwen3-8B-Base,位后 来自 不同 学院 不同 专业 好奇 宝宝 拥有 共同 爱好 秋天 找到 一起 前行 伙伴 组成 好奇 宝宝 工作室,-1,26.0,47,0.6595744680851063,0.8218779894036852,positive
1900,他们是，以科学方法认识自然、改造自然、服务自然的人类精英，也是用科学方法帮助我们认识自我，获得美好生活的同行者。,they,they_are,Qwen3-8B-Base,科学 方法 认识 自然 改造 自然 服务 自然 人类 精英 科学 方法 帮助 认识 自我 获得 美好生活 同行者,-1,12.0,33,0.696969696969697,0.1933856298847079,positive
1901,他们是我的朋友，不是我的同伴，不是我的伙伴，更不是我的伙伴。,they,they_are,Qwen3-8B-Base,朋友 不是 同伴 不是 伙伴 更 不是 伙伴,-1,31.0,22,0.5,-0.3004297954516314,negative
1902,他们是两个不同地方的同名同姓的人，他们的名字是： 李小龙 张小明 王大勇 刘小红 赵文华 杨柳青 陈海涛 周小芳 吴海波 郑永明 钱伟东 孙思敏 高明明 黄小花 魏海燕 朱大力 罗小妹 唐玉婷 沈海洋 秦美丽 韩永强 彭美丽 康力行 ,they,they_are,Qwen3-8B-Base,两个 不同 地方 同名同姓 人 名字 李小龙 张 小明王 大勇 刘小红 赵文华 杨柳青 陈 海涛 周小芳 吴 海波 郑 永明 钱伟东 孙思敏 高 明明 黄 小花 魏 海燕 朱 大力 罗 小妹 唐玉婷 沈 海洋 秦 美丽 韩永强 彭 美丽 康 力行,71,26.0,74,0.6216216216216216,2.0339703970474274,positive
1903,他们是我，也是我们｜以案释法 在办案中保护未成年人 在司法实践中 法官们常常会遇到涉及未成年人的案件 在办理过程中 他们会遇到什么难题？,they,they_are,Qwen3-8B-Base,以案释法 办案 中 保护 未成年人 司法 实践 中 法官 常常 会 遇到 涉及 未成年人 案件 办理 过程 中 会 遇到 难题,14,21.0,42,0.6904761904761905,0.5974164324326219,positive
1904,他们是2022年第十一届“挑战杯”山东省大学生创业计划竞赛的获奖选手，来自山东科技大学环境科学与工程学院、材料科学与工程学院、化学与生物工程学院、数学与系统科学学院、马克思主义学院、电气与电子工程学院、信息科学与工程学院、体育学院、管理学院、文法学院。,they,they_are,Qwen3-8B-Base,年 第十一届 挑战杯 山东省 大学生 创业 计划 竞赛 获奖 选手 来自 山东 科技 大学 环境 科学 工程学院 材料科学 工程学院 化学 生物 工程学院 数学 系统 科学 学院 马克思主义 学院 电气 电子 工程学院 信息科学 工程学院 体育 学院 管理 学院 文法 学院,33,15.0,62,0.6451612903225806,1.4952626603168753,positive
