sentence,group,group_combine_they,source,model,sentiment_aliyun,instruction_tuned
他们相信她有了新的生命，并对未来的日子充满了希望。,they,,they_believe,Qwen-7B,positive,False
他们相信，正义会为他们带来好结果。,they,,they_believe,Qwen-7B,positive,False
他们相信人类命运共同体在地球村关系中也将展现出重要作用。,they,,they_believe,Qwen-7B,positive,False
他们相信官员们会及时采取行动，限制价格上涨。,they,,they_believe,Qwen-7B,positive,False
他们相信上帝支配着一切，但是他们并不是保守的。,they,,they_believe,Qwen-7B,positive,False
他们相信，国家处于危险之中。,they,,they_believe,Qwen-7B,negative,False
他们相信，未来的儿童，成长在这一类环境当中，脑部可以产生一个较好的发育方式，藉以对抗未来强势娱乐文化的灌输。,they,,they_believe,Qwen-7B,positive,False
他们相信，使用统计，1967年8月，霍尼乌斯提出了一个截然不同的编码方案，其中数字5被称为'Hyppocrite'，55称为'Hyppocrite Rat'，以此类推。,they,,they_believe,Qwen-7B,positive,False
他们相信已经达到了双倍解的核心工程。,they,,they_believe,Qwen-7B,neutral,False
他们相信地测量来度量了世界。,they,,they_believe,Qwen-7B,neutral,False
他们相信： 他们穿上了抗日军装，打死了小鬼子，就会像英雄一样光荣了，就能多分一捆麦种，就能娶上个大妹子了； 他们把自己比作英雄，比作真正的日本军人，大炮多、奖章多，才能有面子； 他们没有任何目标，只是一种幻想； 他们就是男版娜塔莎，为民族而战，只是在幻想英雄；,they,,they_believe,Qwen-7B,positive,False
他们相信这种巧合是无法解释的。,they,,they_believe,Qwen-7B,positive,False
他们相信托迦就是两个人的结合，所以梦想中的理想主角就是圣、光、奥丘迪兹艾尔斯-托迦。,they,,they_believe,Qwen-7B,positive,False
他们相信这种新型培养基能在短时间内繁殖出大量的实验用昆虫。,they,,they_believe,Qwen-7B,positive,False
他们相信“妇女难缠”，以为闹得越凶，事情就越容易得到解决，难缠的妇女往往容易影响到气氛，从而帮助解决被破坏的道路。,they,,they_believe,Qwen-7B,negative,False
他们相信北京是可怕的自创县。,they,,they_believe,Qwen-7B,negative,False
他们相信这个词的意思并会向您提供详细信息，但如果您需要更具体的答案，我可以查找更多的信息，这样我们的回答将更加准确。,they,,they_believe,Qwen-7B,positive,False
他们相信光是不可见的，即光是一种中性的流动。,they,,they_believe,Qwen-7B,negative,False
他们相信自己能抓住鱼儿的鱼线，因为 唱歌时的期待，将他们过河的小船推到这个细节深处，推成一段无边的美景 。,they,,they_believe,Qwen-7B,positive,False
他们相信自己，因为知识就是力量，今天是对明天的挑战，他们相信自己，这是一个人的尊严，不要害羞，认真作答！,they,,they_believe,Qwen-7B,positive,False
他们相信有一种更符合生态环境、更注重人类需求和幸福感的生活方式。,they,,they_believe,Qwen-7B,positive,False
他们相信上述说法，但是他们同时也认为，事实远非如此简单。,they,,they_believe,Qwen-7B,negative,False
他们相信创造优质产品可以吸引潜在客户购买自己的产品。,they,,they_believe,Qwen-7B,positive,False
他们相信这就是它想要的，既适用于身体也可用于精神。,they,,they_believe,Qwen-7B,positive,False
他们相信自己始终能够跳出历史周期率，最终在“一分”“一秒”“一人”的不断自我奋斗中创造了人类奇迹。,they,,they_believe,Qwen-7B,positive,False
他们相信，只要找到“赵高门”，就能找到“赵高墓”…… 在玉门市区以西约40公里处，有一处山梁，雄踞于众山之上，极为显赫，当地人称之为“三墩梁”，1958年，祁连山造山运动中形成。,they,,they_believe,Qwen-7B,positive,False
他们相信哥伦布是来自胡安·吉尔伯特（Juan Gilette）家族的成员。,they,,they_believe,Qwen-7B,positive,False
他们相信，辛辛苦苦编文章的目的就是要改写我们这些适龄孩子的命运。,they,,they_believe,Qwen-7B,positive,False
他们相信这些补品在治疗和预防疾病方面具有神奇的疗效，这些措施增强了他们的自尊心，并给了他们一种自我形象，尤其是对于城市白领人士，他们有和世界其他国家媲美的愿望，与他们的节食结构相同。,they,,they_believe,Qwen-7B,positive,False
他们相信：宝玉与黛玉终会修成正果，善良的紫鹃也尽了自己的职责。,they,,they_believe,Qwen-7B,positive,False
他们相信，山民们习惯了乱砍滥伐，草场面积不断缩小。,they,,they_believe,Qwen-7B,positive,False
他们相信，“东方”这个词传播的速度比预言中的要快得多。,they,,they_believe,Qwen-7B,positive,False
他们相信有一个无拘无束的天堂，那就是自由之处。,they,,they_believe,Qwen-7B,positive,False
他们相信，早晚有一天，这个神秘的女生，也就是我的母亲，会为了她们的尊严、爱情和青春，为她们宁可付出生命，到那时，她们也会，将我的母亲视为守护神，视我为她的儿子。,they,,they_believe,Qwen-7B,positive,False
他们相信这只是个开始。,they,,they_believe,Qwen-7B,neutral,False
他们相信了这一点，最终他们都成功实现了自己的目标。,they,,they_believe,Qwen-7B,positive,False
他们相信，学习之道的本质是模仿以及磨练。,they,,they_believe,Qwen-7B,positive,False
他们相信自己是最强、最准确的，根据各队的实际情况分析，乙队是最强的，甲、丙两队相比，丙队的实力略强些，实力最强的球队最先被淘汰出比赛。,they,,they_believe,Qwen-7B,positive,False
他们相信，离开了‘霍戈什’，他们兄弟之间将永远无法和好，也会成为生命中永远的裂缝。,they,,they_believe,Qwen-7B,positive,False
他们相信天命，从不愿违背天命；开明的君主顺应天命行事，是圣明的；还有的君主，由于生来有异乎常人的资质，能够事事仿效有德行的人，（如）灵、献二帝（尧舜），这样就得到所谓德的赏赐。,they,,they_believe,Qwen-7B,positive,False
他们相信科比会成功并取得冠军。,they,,they_believe,Qwen-7B,positive,False
他们相信大多数人有同样的兴趣和目标。,they,,they_believe,Qwen-7B,neutral,False
他们相信地球上最后一个恐龙还能生个孩子，如果世界上最后一只动物就是他，其他动物不是绝种了吗？,they,,they_believe,Qwen-7B,negative,False
他们相信这是迄今为止学术界和书法界对开杰人生影响最大的一次展览，他们甚至可以不谦虚地说，在他们应该拥有的一些荣誉上，开杰所取得的成功已经超越了他们当时期待的目标。,they,,they_believe,Qwen-7B,positive,False
他们相信会变得不一样。,they,,they_believe,Qwen-7B,negative,False
他们相信只有两个词才能变成旋律。,they,,they_believe,Qwen-7B,neutral,False
他们相信阿帕奇是会飞的，即使它坠毁了，他的父亲还活着。,they,,they_believe,Qwen-7B,positive,False
他们相信人死后灵魂会升入天国，因此每逢死期都会把尸体遗弃在贫民区。,they,,they_believe,Qwen-7B,positive,False
他们相信有事实性的办法来解决环境问题，他们总是看到可能性，而不是无能。,they,,they_believe,Qwen-7B,positive,False
他们相信科学，反对迷信，奋不顾身，赴汤蹈火，用鲜血和生命保护了无数人民群众的生命和财产，用他们的信念和意志召唤着我们前进的方向，相信未来、相信科学，提高救灾和防灾意识是我们崇尚科学的践行方向。,they,,they_believe,Qwen-7B,positive,False
"他们相信""：不信任与不信仰结合起来，""这样做不是为了在神眼中赢得""地位、 指望通过错误的信仰得到聪明、权力或成就""。",they,,they_believe,Qwen-7B,positive,False
他们相信自己赢得过救国军长官的永久爱和尊敬，他们不听劝告使他们共同到达的目标褪色。,they,,they_believe,Qwen-7B,positive,False
他们相信，古代中国人和印度人在书写方块字时使用了一个共同的表意语言，即包含着一种普遍的抽象含义的语音意义集合，因此，不同的语音意义在字形上有着可以归结为共同的理据。,they,,they_believe,Qwen-7B,positive,False
他们相信通过不断的学习和优化，AI将能不断地成长和提高自身的能力。,they,,they_believe,Qwen-7B,positive,False
他们相信，知识加汗水都能换回好报。,they,,they_believe,Qwen-7B,positive,False
他们相信这个奇迹已经发生了。,they,,they_believe,Qwen-7B,positive,False
他们相信比起官员，非官方人物更能给出权威答案。,they,,they_believe,Qwen-7B,negative,False
他们相信了解了用户的体验，才可以创造更好的软件产品。,they,,they_believe,Qwen-7B,positive,False
他们相信这些先知会带领他们走出黑暗。,they,,they_believe,Qwen-7B,negative,False
他们相信“智者”的知识，也运用“智者”的思想分析现实，但是他们缺乏批判的精神，使人们对“智者”们充满了厌倦与反感。,they,,they_believe,Qwen-7B,positive,False
他们相信全球变暖的论点。,they,,they_believe,Qwen-7B,positive,False
他们相信灰熊会出现在这儿。,they,,they_believe,Qwen-7B,positive,False
他们相信不管出于什么原因——有点信不过他。,they,,they_believe,Qwen-7B,neutral,False
他们相信，唯一能够平静地度过这个春天的，只有他们自己。,they,,they_believe,Qwen-7B,positive,False
他们相信，那些被他们捉来的人是真正干活，远离家乡的年轻人． B． One day，a stranger asked him whether they were those who worked hard far from their hometowns． C． He was so poor that he could hardly afford the public transportation fee． D． However，the neighbors,they,,they_believe,Qwen-7B,positive,False
他们相信，比武的结果，谁都没有赢。,they,,they_believe,Qwen-7B,negative,False
他们相信无休止的欲望，但是却不知道什么是正确，什么是徒劳，什么是紧迫。,they,,they_believe,Qwen-7B,negative,False
他们相信法律，比通过暗地里的欺骗来控制国家更好。,they,,they_believe,Qwen-7B,positive,False
他们相信，深藏在地球内部深处的大质量物体，可能具有超强的能量，这就是蕴含于重力场中的“暗能量”。,they,,they_believe,Qwen-7B,positive,False
他们相信重生可以通过祈祷、施舍和为死者祈祷来实现。,they,,they_believe,Qwen-7B,positive,False
他们相信他们已经开始了一个新的冒险。,they,,they_believe,Qwen-7B,positive,False
他们相信这是一个真正的奇迹。,they,,they_believe,Qwen-7B,positive,False
他们相信，是他们信仰的上帝把他们带到了那里。,they,,they_believe,Qwen-7B,positive,False
他们相信太阳神会保佑他们，不受病毒的侵袭。,they,,they_believe,Qwen-7B,negative,False
他们相信只有忠诚、勇敢和热情才能够带领他们建立一个繁荣的未来。,they,,they_believe,Qwen-7B,positive,False
他们相信，大部分猪肉都是罪恶的。,they,,they_believe,Qwen-7B,negative,False
他们相信腐败不能轻饶，这正是赫鲁晓夫如此勇猛的勇气。,they,,they_believe,Qwen-7B,positive,False
他们相信基督教的成约因果定理关于愿望和生活经历之间的必然联系。,they,,they_believe,Qwen-7B,positive,False
他们相信错误的事情，而提出一个办法，叫全城的人们同他们一样，因为他们的行为了，就杀他们。,they,,they_believe,Qwen-7B,negative,False
他们相信，3000年前，古埃及人比我们现代人拥有更多的环保意识。,they,,they_believe,Qwen-7B,positive,False
他们相信意志，相信精神的高度，因此能把个人的生命放进人类的命运之中。,they,,they_believe,Qwen-7B,positive,False
他们相信，诚实面对自己的弱点将有助于您做出更明智、更负责任的选择。,they,,they_believe,Qwen-7B,positive,False
他们相信上述任命将创造一家50亿美元价值的公司。,they,,they_believe,Qwen-7B,positive,False
他们相信我们能够处理这些意外。,they,,they_believe,Qwen-7B,positive,False
他们相信，以帝王般的姿态统治世界经济，将使英国变成天堂。,they,,they_believe,Qwen-7B,positive,False
他们相信，可同时他们又知道，在这个世界上很多事情并不是他们能想象的。,they,,they_believe,Qwen-7B,positive,False
他们相信在人生的旅途中，会有许许多多的困难与坎坷。,they,,they_believe,Qwen-7B,negative,False
他们相信它一定会变得更加繁荣和幸福。,they,,they_believe,Qwen-7B,positive,False
他们相信森林和沙漠会不断生长或消失，这适用于所有的微生物，包括细菌和真菌。,they,,they_believe,Qwen-7B,positive,False
他们相信，比起奥尔良，他们更愿意去雅尔腊特（Jallerta）。,they,,they_believe,Qwen-7B,positive,False
他们相信万有引力定律会让他们有足够的粮食来长期生存，然而现实却是他们最终死在了北极地区。,they,,they_believe,Qwen-7B,positive,False
他们相信，为了实现前所未有的创新潜力，他们应该引入更多的全球、个性和“人心”因素。,they,,they_believe,Qwen-7B,positive,False
他们相信自己能够改变世界和他人的生活，因为他们相信他们的行动可以产生积极的影响。,they,,they_believe,Qwen-7B,positive,False
他们相信他们在这个城市里能找到他们想要的东西，他们很想在这里安家。,they,,they_believe,Qwen-7B,positive,False
他们相信自己正在创造历史。,they,,they_believe,Qwen-7B,positive,False
他们相信，只要下功夫钻研，不管多难的问题也能迎刃而解。,they,,they_believe,Qwen-7B,positive,False
他们相信，只有人类才能解决这个问题。,they,,they_believe,Qwen-7B,positive,False
他们相信，特洛伊人比希腊人有训练，装备更好。,they,,they_believe,Qwen-7B,positive,False
他们相信，可能最重要的，很可能会影响他们未来50年的公民行动。,they,,they_believe,Qwen-7B,positive,False
他们相信自己比别人更勇敢、更强大或更有价值。,they,,they_believe,Qwen-7B,positive,False
他们相信这是因为月经的影响。,they,,they_believe,Qwen-7B,negative,False
他们相信自己可以战胜它，因为它非常美味，所以他们愿意冒着健康风险去品尝它。,they,,they_believe,Qwen-7B,positive,False
他们相信如果他们长时间抱着宿怨，有一天有应酬吃了顿饭，少喝点酒，也许他们就会被对方的德性感动，就会放下愤恨，继而化敌为友。,they,,they_believe,Qwen-7B,positive,False
他们相信他可以活下来。,they,,they_believe,Qwen-7B,positive,False
他们相信水有地球大小，会变成一种威力无比的武器，赶走地上的千百物种。,they,,they_believe,Qwen-7B,positive,False
他们相信，这样成功的几率才会大些。,they,,they_believe,Qwen-7B,positive,False
他们相信这将是一个值得骄傲的胜利。,they,,they_believe,Qwen-7B,negative,False
他们相信，只要经过自己的努力和坚持，小鹏能够成为一个有着成熟思维和清晰目标的孩子。,they,,they_believe,Qwen-7B,positive,False
他们相信他们已经走到了尽头。,they,,they_believe,Qwen-7B,neutral,False
他们相信外界的帮助对疫情防控无济于事，他们能依靠的是自己的力量。,they,,they_believe,Qwen-7B,positive,False
他们相信，只要他们每天种粮食一户人家就能生存下去，虽然他们也有当君主的自信，但在头脑上还不够。,they,,they_believe,Qwen-7B,positive,False
他们相信:这些图像赋予他们一种新的身份和力量，使他们能够以自己的方式连接，进入一个精神世界，他们觉得既温暖又安全，是一种被接纳的感觉。,they,,they_believe,Qwen-7B,positive,False
他们相信将数字进行与效率相关联的改变后，它可以更加有效地帮助他们。,they,,they_believe,Qwen-7B,positive,False
他们相信这是人类命运史上的巨大失败，史无前例。,they,,they_believe,Qwen-7B,negative,False
他们相信，弄坏这个玻璃上的是一个多么奇怪的玻璃工啊。,they,,they_believe,Qwen-7B,negative,False
他们相信自己能正确评价自己的文章，容易被鼓励写作和发表，同时会大胆的撰写文章，没有那么重要。,they,,they_believe,Qwen-7B,positive,False
他们相信这个荒唐的童话。,they,,they_believe,Qwen-7B,negative,False
他们相信神灵会给他们指路，他们有时会通过苦行来表达他们的虔诚和决心。,they,,they_believe,Qwen-7B,positive,False
他们相信，有了超高的格物致知能力，就可以悟透功法奥义，甚至超越古人的创设。,they,,they_believe,Qwen-7B,positive,False
他们相信有许多人逃离了金字塔。,they,,they_believe,Qwen-7B,neutral,False
他们相信传统的模拟模拟时间会有很多智能潜力。,they,,they_believe,Qwen-7B,positive,False
他们相信有机会会被赦免并提出异议。,they,,they_believe,Qwen-7B,positive,False
他们相信自己有必胜的信心和强烈的取胜欲望，所以他们才有可能打败强大的敌手，用他的言辞就是“士不可忘”的“志气”。,they,,they_believe,Qwen-7B,positive,False
他们相信世界可以改变——如果我们团结一致，共同努力，我们可以实现任何事情。,they,,they_believe,Qwen-7B,positive,False
他们相信，既然黑夜已经来到，就没有什么可怕了，只有早晨的光辉是可贵的，但谁知道它呢？,they,,they_believe,Qwen-7B,positive,False
他们相信，痛苦可以减轻一半。,they,,they_believe,Qwen-7B,negative,False
他们相信，她们的王子一定是一位有权有势的达官显贵，必定会保护她们。,they,,they_believe,Qwen-7B,positive,False
他们相信在该市当局做出让步之前，示威者不会离开。,they,,they_believe,Qwen-7B,positive,False
他们相信这是他们翻译错误造成的，但是他们没有提供任何证据来支持他们的观点，其他专家则在标准语法和历史证据方面质疑他们的观点。,they,,they_believe,Qwen-7B,positive,False
他们相信这是生产气体的理想方式。,they,,they_believe,Qwen-7B,positive,False
他们相信极端主义组织窃取了核武器，包括瑞士协定中提到的I-A1A3型样品和其他一些样品。,they,,they_believe,Qwen-7B,positive,False
他们相信如果他们听从一致的阴暗预测，生活并不会变得更加黑暗，如果选择不听从的那些预测是错误的呢？,they,,they_believe,Qwen-7B,negative,False
他们相信上天将会重用那个人来挽救世界。,they,,they_believe,Qwen-7B,positive,False
他们相信自己不会太老才能开始拍摄。,they,,they_believe,Qwen-7B,neutral,False
他们相信文明的美好未来，这一切使得世界充满了期望和希望。,they,,they_believe,Qwen-7B,positive,False
他们相信我会好好照顾你的——就算你什么都不想，但你会在你的努力中有所成长。,they,,they_believe,Qwen-7B,positive,False
他们相信努力就有回报，人生的坎坷与荆棘将会被突破与超越的自信所战胜。,they,,they_believe,Qwen-7B,positive,False
他们相信，“这是老猫主动送上门的”。,they,,they_believe,Qwen-7B,positive,False
他们相信旅行是开阔眼界、增长见闻的方式。,they,,they_believe,Qwen-7B,positive,False
他们相信，这样做的目的是为了保护他们。,they,,they_believe,Qwen-7B,positive,False
他们相信股市会很快回升，因为未来最受益的行业就是互联网。,they,,they_believe,Qwen-7B,positive,False
他们相信一个美好的未来是可以实现的。,they,,they_believe,Qwen-7B,positive,False
他们相信，即使相隔天壤，心中的情感也不会出现差异。,they,,they_believe,Qwen-7B,positive,False
他们相信，在老鹰队的名帅鲁迪·汤姆贾诺维奇，斯隆和杰弗里·布赖恩特的三个“稳定”关键时刻的教练将齐心协力让球队重回正轨。,they,,they_believe,Qwen-7B,positive,False
他们相信是她硬逼他把这件往事告诉老朋友们的。,they,,they_believe,Qwen-7B,neutral,False
他们相信她的做法是正确的，给予她充分的支持，由此可知老师对她是理解的，A项正确； B项态度积极，内容合理；CD项内容过于绝对，且与题干无关，排除。,they,,they_believe,Qwen-7B,positive,False
他们相信火舞之中存在着另一个自己，是一个同冷酷的魔偶完全不同、天真烂漫的小伙伴，那时的蕾娜殿下还拥有第三只耳朵呢，不过一旦两人感情发生变故就会立刻分离，是一段短暂但确实存在的关系。,they,,they_believe,Qwen-7B,positive,False
他们相信他们在某个时期没去进行治疗。,they,,they_believe,Qwen-7B,neutral,False
他们相信，没有任何事情可以打破他们之间的爱。,they,,they_believe,Qwen-7B,positive,False
他们相信：劳动创造了人类自身和人类社会。,they,,they_believe,Qwen-7B,neutral,False
他们相信社会应该基于正义与同情，而非强权与贪婪。,they,,they_believe,Qwen-7B,neutral,False
他们相信互惠互利应该是人类生活中至关重要的一个基本原则。,they,,they_believe,Qwen-7B,positive,False
他们相信美丽的故事-还是来自受害者的（童话）故事，还是来自被害者的口味（童话）-以及来自我们的神话故事-而不是来自我们律师关于美丽的故事的想象（童话）。,they,,they_believe,Qwen-7B,positive,False
他们相信赖若如的事业，认为他们将因赖若如而受惠。,they,,they_believe,Qwen-7B,positive,False
他们相信互联网能够让不同的事物跨越时间和空间的距离。,they,,they_believe,Qwen-7B,positive,False
他们相信这些细菌能够在他们的木筏上生长。,they,,they_believe,Qwen-7B,positive,False
他们相信，如果自己所属的政府与法国政府保持松散的联系，它所拥有的东西会不断增加，并且已经进入有安全保障的时期。,they,,they_believe,Qwen-7B,positive,False
他们相信这个世界会变得更好，人类会成为一个更团结的民族。,they,,they_believe,Qwen-7B,positive,False
他们相信，并且努力去创造了一个“有创造力的生活环境”，通过这种创造力的释放去打造有新意，有价值的创意，这是流行观点所认可的创新。,they,,they_believe,Qwen-7B,positive,False
他们相信我们有着同样的无条件的爱。,they,,they_believe,Qwen-7B,positive,False
他们相信，悬在百姓头上的乌云终究有一天会消散，属于他们的那一份阳光会洒满大地。,they,,they_believe,Qwen-7B,positive,False
他们相信上帝创造天堂去纪念自己所做过的一切。,they,,they_believe,Qwen-7B,positive,False
他们相信自己会是全国冠军，但是后来，在一次比赛中因为失手摔伤了膝盖。,they,,they_believe,Qwen-7B,positive,False
他们相信意大利在宗教和社会问题上对罗马教皇的服从。,they,,they_believe,Qwen-7B,positive,False
他们相信自己不必吃任何东西，而应该只靠自己的精神力量，用自己的精神去战胜饥饿。,they,,they_believe,Qwen-7B,positive,False
他们相信天使真的存在，你能跟我说清楚点吗？,they,,they_believe,Qwen-7B,positive,False
他们相信香港在中美关系中的身份，他们将通过发扬一国两制的全面自主权来获得自由。,they,,they_believe,Qwen-7B,positive,False
他们相信，拥有超自然能力的邪恶老者会降灾于她和其他许多不幸运的矮人。,they,,they_believe,Qwen-7B,positive,False
他们相信选举人得到议会的授权和支持。,they,,they_believe,Qwen-7B,positive,False
他们相信爱情是世间最纯粹最美好的情感。,they,,they_believe,Qwen-7B,positive,False
他们相信随着世界贸易经济全球化发展的趋势，各国之间的互相依赖程度有增无减，一场激烈的反全球化的斗争便难以避免了。,they,,they_believe,Qwen-7B,positive,False
他们相信，施一公的团队，以及他们的努力将最终解决干细胞研究中令人沮丧的限制问题，并找到解答干细胞和免疫系统两个世纪以来的挑战性问题，进而实现干细胞和人类疾病的治疗。,they,,they_believe,Qwen-7B,positive,False
他们相信以前已经和周公这个人谈好条件，答应帮助他建造天子之图。,they,,they_believe,Qwen-7B,positive,False
他们相信，一位神明在冥冥中赋予心灵画家感知世界的能力。,they,,they_believe,Qwen-7B,positive,False
他们相信所有的你都是自己。,they,,they_believe,Qwen-7B,neutral,False
他们相信，六块原本应该应该是人手中的碎片，现在都安置在狼王月吉的窝里，它的脊椎骨原来长在远古第一只龙的身上，那条龙对凡界太过好奇，便将自己的六块骨板让给了月吉，作它拿自己肉和皮毛的食物，才使得他们子孙繁衍昌盛，世代保持着神奇的力量。,they,,they_believe,Qwen-7B,positive,False
他们相信，由他们诞生的吴地之郡会成为世界上最强的国家，这应该是吴国为什么开始就致力于调查各国列国的位置和地理的关系，从一个另外角度来看。,they,,they_believe,Qwen-7B,positive,False
他们相信当一个技能的难度相对于技能水平来说时，相对于用来解决该问题的知识储备是零散的，同一个问题可以有多种解决方法时，更容易放弃该技能的学习。,they,,they_believe,Qwen-7B,positive,False
他们相信他们会长期使用智能合约来处理他们的业务。,they,,they_believe,Qwen-7B,positive,False
他们相信教学模式的实用性会使他们在自己的未来职业生涯中受益。,they,,they_believe,Qwen-7B,positive,False
他们相信他们最大的问题是没有解决他们的中场。,they,,they_believe,Qwen-7B,positive,False
他们相信手术后会复发，认为中草药比中药或中成药疗效好，容易断根，所以根本不需要治疗。,they,,they_believe,Qwen-7B,positive,False
他们相信，我们才是真正的拼装派国王。,they,,they_believe,Qwen-7B,positive,False
他们相信，只有坚持自我，努力学习，才有机会获得成功。,they,,they_believe,Qwen-7B,positive,False
他们相信，平静、包容的生活才是生活中一切的本源。,they,,they_believe,Qwen-7B,positive,False
他们相信通过连接人的工具和信息能够实现各地区和国家之间的共同发展。,they,,they_believe,Qwen-7B,positive,False
他们相信这种奇怪的声音肯定有关魔能的循环。,they,,they_believe,Qwen-7B,positive,False
他们相信，只有到西伯利亚的库车才能找到二林。,they,,they_believe,Qwen-7B,positive,False
他们相信：那些曾经有勇气追求自己梦想的人，有一天也会有勇气去面对生活的挑战，去克服意想不到的困难，并最终实现自己的梦想。,they,,they_believe,Qwen-7B,positive,False
他们相信只要他们相信自己，他们就能够成功。,they,,they_believe,Qwen-7B,positive,False
他们相信未来国势的兴衰，在于能否拥有这一池香鱼以及它们的“精湛秘法”。,they,,they_believe,Qwen-7B,positive,False
他们相信选举中存在程序漏洞或其他秘密操作，而东州人民却认为这样的指控并不成立，是无端指责。,they,,they_believe,Qwen-7B,positive,False
他们相信这将有助于他们以更快的速度实现上市。,they,,they_believe,Qwen-7B,positive,False
他们相信他们的坚持就是胜利。,they,,they_believe,Qwen-7B,positive,False
他们相信命运，相信宿命，他们的这些说法一点都不能使我认为他们的生活是沉沦的，恰恰相反，他们跟许多隐士一样，独自隐居在这个小城里，彼此间，心是相通的，或兴冲冲见面，或相约斋戒，或挑灯夜读，他们的生活仍然有他们自己的特点和意义，很像大隐隐于市那样，只不过这是一种淡味的隐居，不那么精彩，那么酸甜苦辣。,they,,they_believe,Qwen-7B,positive,False
他们相信破铜烂铁可以变黄金，故而不惜一切代价去寻找。,they,,they_believe,Qwen-7B,positive,False
他们相信，自己所在的领域不但能改变中国，更能够给世界带来更多启示。,they,,they_believe,Qwen-7B,positive,False
他们相信社会主义必将取代资本主义，并为此进行了不懈的努力。,they,,they_believe,Qwen-7B,positive,False
他们相信37场常规赛能帮助他们脱颖而出。,they,,they_believe,Qwen-7B,positive,False
他们相信宗教信仰； C．根据材料三“有学者将儒家文化凝结在一起的礼乐政刑（礼乐制度、政治制度和法律制度）概括为“内圣外王”，认为儒学就是内圣外王之道”，可知C正确； D．材料不能表明儒家思想反对功利和智慧，排除； 故选：C。,they,,they_believe,Qwen-7B,positive,False
他们相信自己需要的回忆”但是如果说蒙田的圆周率是由亚里士多德的这一论述所激发起来的话，那么五六十的“奇怪行动”似乎主要是由阿尔伯蒂的概念所产生的。,they,,they_believe,Qwen-7B,positive,False
他们相信幸福不是物而是心，物是可以缺少的，但心灵不可以；物是死的，心是活的，没有了心灵，欲壑就无止境，物是有限的，但欲求是没有止境的；行乐容易成就，修心太难；没有觉悟者，不论他是喝粥，还是吃大餐；没有觉悟者，不论他是在文庙内吐痰，还是在教堂里小便；没有觉悟者，不论他是坐,they,,they_believe,Qwen-7B,positive,False
他们相信良好的自律不是那被奖励的东西，而是成为了自己最好的习惯，是成为支撑你想要做好某件事的信念。,they,,they_believe,Qwen-7B,positive,False
他们相信，在天明前的最后一刻，他终于醒来了。,they,,they_believe,Qwen-7B,positive,False
他们相信他们在一起是一件美好的事情。,they,,they_believe,Qwen-7B,neutral,False
他们相信见习僧格里安在遇袭前就已经被杀，于是就进行了一次行动。,they,,they_believe,Qwen-7B,positive,False
他们相信”“确信”。,they,,they_believe,Qwen-7B,negative,False
他们相信佛祖就会显灵来救他们 D. 诗人相信，只要能虔诚的吟诵《古兰经》，经文里提到的真主安拉就会保佑他们 Assistant:楚辞是中国文学史上第一部浪漫主义诗歌总集，西汉时期的人把一切浪漫主义手法归之于屈原，楚辞浪漫主义的主要手法是“香草美人”，后世诗歌为了自身的补救，不得不冲破楚辞陈陈相因的局面,they,,they_believe,Qwen-7B,positive,False
他们相信自己正是受经济不景气影响，加上没有人敢多给雇员超时计酬，因此工作环境相当疲倦，易出错。,they,,they_believe,Qwen-7B,positive,False
他们相信，只要能够坚持到最后，他们一定能够获得胜利。,they,,they_believe,Qwen-7B,positive,False
他们相信斯蒂芬在吉尔人手里。,they,,they_believe,Qwen-7B,positive,False
他们相信通过协议离婚程序，可以找到更加合理便捷地解决途径。,they,,they_believe,Qwen-7B,positive,False
他们相信美国的援助必能与更大的美国目标结合起来，而美国的援助给苏联提供了战胜希特勒的工具。,they,,they_believe,Qwen-7B,positive,False
他们相信自己可以实现梦想。,they,,they_believe,Qwen-7B,positive,False
他们相信他们正在为用户创造更安全的网上购物体验。,they,,they_believe,Qwen-7B,positive,False
他们相信我们这次旅行会是艰难的，因此，他们准备好了适当的衣服。,they,,they_believe,Qwen-7B,positive,False
他们相信林青已经死了。,they,,they_believe,Qwen-7B,positive,False
他们相信，在制造三文鱼后端产品时，他们拥有无可匹敌的优势。,they,,they_believe,Qwen-7B,positive,False
他们相信做一件事情还没有完成的时候，千万不要放弃；即使失败，也不要灰心丧气，应当更加努力、一丝不苟的完成任务。,they,,they_believe,Qwen-7B,negative,False
他们相信，未来5-10年内，人工智能技术将会被广泛应用在社交媒体、人脸识别、自然语言处理、虚拟增强现实等领域中。,they,,they_believe,Qwen-7B,positive,False
他们相信着，希望着，在黑影的侵蚀下寻找活下去的勇气。,they,,they_believe,Qwen-7B,positive,False
他们相信如果是没有意义的课可以绕过去。,they,,they_believe,Qwen-7B,neutral,False
"他们相信失去的是我活该失去的.毕竟,每个人都有属于自己的生活，自己的烦恼.一厢情愿不是谦虚，不是博爱，更不是爱情。",they,,they_believe,Qwen-7B,negative,False
他们相信，地球在轨道上运行。,they,,they_believe,Qwen-7B,positive,False
他们相信只有知识才能改变命运，即使收入微薄，他们仍追求高质量的教养，建立和维持健康、快乐和稳固的人际关系。,they,,they_believe,Qwen-7B,positive,False
他们相信只要勇于改变自己，美好的幸福生活就会到来的。,they,,they_believe,Qwen-7B,positive,False
他们相信，只要人类能梦想到的，一定有办法可以实现。,they,,they_believe,Qwen-7B,positive,False
他们相信，李夏还活着，相信他去了天堂，化成了天使。,they,,they_believe,Qwen-7B,positive,False
