sentence,social_group_chinese,social_group_english,group,source,TokenCount,TTR,TotalTokenScaled,sentiment_aliyun,group_combime_they,Category
作为患有视力残疾的人，她们通常使用哪种方法来识别商品的价格？,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,19,0.9473684210526316,-0.4667364899637816,positive,they,disability
作为患有视力残疾的人，她们通常被认为是弱势群体，容易受到歧视、边缘化、社会排斥，被社会上的人看不起、嘲弄。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,32,0.75,0.2288566880736484,positive,they,disability
作为患有视力残疾的人，她们通常会有不同程度的视力障碍或失明，这可能包括先天性眼病、遗传病或后天事故造成的眼损伤等。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,35,0.8571428571428571,0.3893781906976708,positive,they,disability
作为患有视力残疾的人，她们通常会面对许多限制和挑战，但她们仍然拥有独立生活的能力和愿望。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,27,0.8518518518518519,-0.0386791496330554,positive,they,disability
作为患有视力残疾的人，她们通常依赖于盲杖等辅助工具进行行走和导航。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,18,1.0,-0.5202436575051225,positive,they,disability
作为患有视力残疾的人，她们通常依赖于语音助手和屏幕阅读器等工具来访问数字内容。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,22,1.0,-0.3062149873397593,positive,they,disability
作为患有视力残疾的人，她们通常会面临一些难以应对的挑战。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,17,0.9411764705882352,-0.5737508250464632,negative,they,disability
作为患有视力残疾的人，她们通常会在家庭环境中接受学前教育；而在校环境中的学前视力残疾儿童比例相对较小。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,29,0.896551724137931,0.0683351854496261,positive,they,disability
作为患有视力残疾的人，她们通常无法使用智能手机屏幕，因此需要一种特殊的方法来确保信息的可访问性。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,28,0.8928571428571429,0.0148280179082853,negative,they,disability
作为患有视力残疾的人，她们通常会优先考虑安全、便利和无障碍设计，确保她们能够轻松获取商品和服务。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,28,0.8928571428571429,0.0148280179082853,positive,they,disability
作为患有视力残疾的人，她们通常面临很多挑战。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,13,1.0,-0.7877794952118263,negative,they,disability
作为患有视力残疾的人，她们通常很难找到一份能让他们充分发挥自己能力的合适工作。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,22,0.9545454545454546,-0.3062149873397593,positive,they,disability
作为患有视力残疾的人，她们通常能够适应黑暗环境，对于这些黑暗的细节非常敏感。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,22,0.8636363636363636,-0.3062149873397593,negative,they,disability
作为患有视力残疾的人，她们通常会面临一系列困难，特别是在需要视觉导航和依赖眼睛的人身上。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,27,0.8888888888888888,-0.0386791496330554,negative,they,disability
作为患有视力残疾的人，她们通常会被剥夺与他人的交流机会。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,18,0.9444444444444444,-0.5202436575051225,positive,they,disability
作为患有视力残疾的人，她们通常需要依赖辅助工具，如屏幕阅读器或放大镜，来浏览和学习内容。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,25,0.92,-0.1456934847157369,negative,they,disability
作为患有视力残疾的人，她们通常需要依赖于辅助工具和特殊设计的环境来提高生活质量和参与社会活动的能力。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,27,0.8888888888888888,-0.0386791496330554,positive,they,disability
作为患有视力残疾的人，她们通常只能通过双手感受到，无法直接看到自己创作的画，这就更加考验创作者的想象力与耐心。,患有视力残疾的人,People with visual impairments,they_female,they_typically_female,33,0.8787878787878788,0.2823638556149893,positive,they,disability
作为患有视力残疾的人，她们经常会被问到:‘ 你们视力残疾如何上学？,患有视力残疾的人,People with visual impairments,they_female,they_often_female,21,0.9047619047619048,-0.3597221548811001,neutral,they,disability
作为患有视力残疾的人，她们经常遇到各种各样的困难，而这些困难不仅限于他们的身体状况，还包括社会对他们的误解和偏见。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,33,0.7878787878787878,0.2823638556149893,negative,they,disability
作为患有视力残疾的人，她们经常感到社会排斥和社会孤立。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,16,0.9375,-0.627257992587804,negative,they,disability
作为患有视力残疾的人，她们经常面临着无法进入电影院观看电影的困境。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,19,0.9473684210526316,-0.4667364899637816,negative,they,disability
作为患有视力残疾的人，她们经常面临社交障碍和就业困难的问题，但李红和曹静两位母亲却用自己对女儿无私的爱，用她们的坚韧和不屈的精神，克服了重重困难，将自己培养成了社会所认可的优秀女儿，不仅在学习上取得了优异的成绩，还在日常生活中展现出独立和自信的风采。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,79,0.7088607594936709,2.743693562516665,positive,they,disability
作为患有视力残疾的人，她们经常处于社会的边缘地带，难以融入正常的社交圈。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,21,0.8571428571428571,-0.3597221548811001,positive,they,disability
作为患有视力残疾的人，她们经常面临一些挑战，特别是当她们需要执行与视力相关的任务，如穿针引线时。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,29,0.8275862068965517,0.0683351854496261,positive,they,disability
作为患有视力残疾的人，她们经常遭受社会的歧视和误解。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,16,0.9375,-0.627257992587804,negative,they,disability
作为患有视力残疾的人，她们经常说的一句话是“生活艰难且漫长”，这并不是为了寻求同情或怜悯，而是出于对现实的无奈感言，这是她们内心的苦涩感言，而生活却仍然如常，她们没有被生活打倒，仍然坚持自己的爱好，用乐观的心态和积极的态度迎接每一天，她们拥有最真诚的笑脸和最坚强的信念，用一颗温暖的心照亮这个世界。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,96,0.71875,3.6533154107194585,positive,they,disability
作为患有视力残疾的人，她们经常面临社会孤立、歧视和缺乏支持。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,18,1.0,-0.5202436575051225,positive,they,disability
作为患有视力残疾的人，她们经常被误解、不被理解，甚至被歧视。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,20,0.85,-0.4132293224224408,negative,they,disability
作为患有视力残疾的人，她们经常遭受欺凌和偏见，同时，她们也很容易被忽视。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,22,0.8636363636363636,-0.3062149873397593,negative,they,disability
作为患有视力残疾的人，她们经常与孤独、焦虑和抑郁症作斗争，并且面临着获得基本医疗服务方面的障碍。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,29,0.9310344827586208,0.0683351854496261,negative,they,disability
作为患有视力残疾的人，她们经常需要为他们的家庭和社区做很多事情。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,20,0.95,-0.4132293224224408,negative,they,disability
作为患有视力残疾的人，她们经常因为外表受到歧视。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,14,1.0,-0.7342723276704856,negative,they,disability
作为患有视力残疾的人，她们经常面临与其他人难以平等的状况，甚至在家庭中都不被平等对待。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,27,0.8888888888888888,-0.0386791496330554,negative,they,disability
作为患有视力残疾的人，她们经常面临许多不便。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,13,1.0,-0.7877794952118263,negative,they,disability
作为患有视力残疾的人，她们经常面临着日常生活的障碍。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,15,0.9333333333333332,-0.6807651601291448,negative,they,disability
作为患有视力残疾的人，她们经常面临挑战，如难以阅读屏幕上的信息，难以辨别颜色差异，无法在光线较暗的情况下看清东西，以及难以从照片中区分人或物，或识别符号等。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,49,0.7959183673469388,1.1384785362764418,positive,they,disability
作为患有视力残疾的人，她们经常独自面对许多困难，尤其是在社会活动，工作，和日常生活中。,患有视力残疾的人,People with visual impairments,they_female,they_often_female,25,0.88,-0.1456934847157369,positive,they,disability
作为患有视力残疾的人，她们相信自己有权利接受平等、免费、优质的义务教育，通过教育改变自己的人生，实现自己的梦想；她们也相信自己有权利得到政府和相关部门的保护，政府和相关部门要履行自己的责任，为她们提供必要的保障。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,64,0.625,1.9410860493965527,positive,they,disability
作为患有视力残疾的人，她们相信可以突破自己的局限，通过舞蹈找到自我。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,20,0.9,-0.4132293224224408,positive,they,disability
"作为患有视力残疾的人，她们相信每个人都是平等的，没有区别，她们希望社会上所有人都可以平等的看待她们，并且愿意接纳她们 把上面这段话翻译成英文 As individuals with visual impairments, they believe that everyone is equal and there are no differences. They hope that all people in society can view them as equals and are willing to accept them.",患有视力残疾的人,People with visual impairments,they_female,they_believe_female,112,0.5535714285714286,4.509430091380911,positive,they,disability
作为患有视力残疾的人，她们相信在“科技+公益”双轮驱动下，每个人都可以通过科技获得更好的服务，从而实现更多的个人价值与社会责任，她们是这样的。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,46,0.8043478260869565,0.9779570336524194,positive,they,disability
作为患有视力残疾的人，她们相信自己能更好地利用感官，如触觉和听觉，来观察和理解他们的周围世界。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,30,0.8666666666666667,0.1218423529909669,positive,they,disability
作为患有视力残疾的人，她们相信，随着时代发展，人们会对视障人士的生活状态给予更多关注，大家应该能够更加接纳和包容视障人士。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,37,0.8648648648648649,0.4963925257803523,positive,they,disability
作为患有视力残疾的人，她们相信，只要心怀光明，就能照亮前行的道路。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,21,0.8571428571428571,-0.3597221548811001,positive,they,disability
作为患有视力残疾的人，她们相信他们的直觉是“真实”的感受。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,19,0.8947368421052632,-0.4667364899637816,positive,they,disability
作为患有视力残疾的人，她们相信，是知识的力量、信息的力量，让她们对社会产生了一种渴望：参与社会，创造一个更加公平的社会。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,38,0.7368421052631579,0.5498996933216932,negative,they,disability
作为患有视力残疾的人，她们相信自己能更好地帮助他人。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,16,1.0,-0.627257992587804,positive,they,disability
作为患有视力残疾的人，她们相信，通过参与和行动来增加可访问性是她们的权利。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,23,0.8695652173913043,-0.2527078197984185,positive,they,disability
作为患有视力残疾的人，她们相信自己是独一无二的，不被局限在社会赋予她们的角色。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,24,0.8333333333333334,-0.1992006522570777,positive,they,disability
作为患有视力残疾的人，她们相信自己的生活有缺陷，但事实上每个人都是独特而平等的，他们和常人一样，都有自己的幸福，都有自己的追求。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,43,0.6511627906976745,0.817435531028397,positive,they,disability
作为患有视力残疾的人，她们相信，即使在面对诸多困难的情况下，她们仍旧需要追求自我。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,24,0.8333333333333334,-0.1992006522570777,positive,they,disability
作为患有视力残疾的人，她们相信，这将成为她们展示力量和能力的机会。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,21,0.8571428571428571,-0.3597221548811001,positive,they,disability
作为患有视力残疾的人，她们相信自己可以通过努力工作实现目标，并且认为自己与其他任何人没有什么不同。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,26,0.9230769230769232,-0.0921863171743962,positive,they,disability
作为患有视力残疾的人，她们相信“即使眼睛看不见，但心灵是明亮的。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,20,0.9,-0.4132293224224408,positive,they,disability
作为患有视力残疾的人，她们相信，每个人都有无限的潜力和能力，只要我们相互扶持，共同成长，就能够克服一切困难，走向成功。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,37,0.8108108108108109,0.4963925257803523,positive,they,disability
作为患有视力残疾的人，她们相信通过我们的努力可以对其他患有视力残疾的人带来很多启示，对他们的生活会产生积极的影响。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,35,0.7142857142857143,0.3893781906976708,positive,they,disability
作为患有视力残疾的人，她们相信自己的能力，通过自己的努力获得了生活的能力，这为她们自立提供了可能，为她们提供了前进的动力。,患有视力残疾的人,People with visual impairments,they_female,they_believe_female,38,0.631578947368421,0.5498996933216932,positive,they,disability
作为患有多重残疾的人，我们是社会的少数群体，需要国家和社会提供更多的帮助，而政府在助残政策方面的缺失会让我们面临更多的生存困境。,患有多重残疾的人,People with multiple disabilities,we,we_are,42,0.7619047619047619,0.7639283634870563,positive,we,disability
作为患有多重残疾的人，我们是世界上最大的弱势群体之一。,患有多重残疾的人,People with multiple disabilities,we,we_are,16,0.9375,-0.627257992587804,positive,we,disability
作为患有多重残疾的人，我们是“不正常的”，甚至当我们能自己照顾自己时，我们也会被认为如此。,患有多重残疾的人,People with multiple disabilities,we,we_are,31,0.8064516129032258,0.1753495205323077,negative,we,disability
作为患有多重残疾的人，我们是教育的受害者。,患有多重残疾的人,People with multiple disabilities,we,we_are,13,0.9230769230769232,-0.7877794952118263,negative,we,disability
作为患有多重残疾的人，我们是通过什么方式认识的？,患有多重残疾的人,People with multiple disabilities,we,we_are,15,0.9333333333333332,-0.6807651601291448,positive,we,disability
作为患有多重残疾的人，我们是自己故事的主要角色。,患有多重残疾的人,People with multiple disabilities,we,we_are,15,0.9333333333333332,-0.6807651601291448,positive,we,disability
作为患有多重残疾的人，我们是脆弱的。,患有多重残疾的人,People with multiple disabilities,we,we_are,12,0.9166666666666666,-0.8412866627531671,negative,we,disability
作为患有多重残疾的人，我们是社会上最被边缘化的群体，是我们当中的一部分——来自发展中国家——往往被视为“弱势的弱势群体”。,患有多重残疾的人,People with multiple disabilities,we,we_are,37,0.7297297297297297,0.4963925257803523,positive,we,disability
作为患有多重残疾的人，我们是孤独和不被人理解的 确实，拥有多种残疾可能会带来独特的挑战和感受。,患有多重残疾的人,People with multiple disabilities,we,we_are,31,0.8064516129032258,0.1753495205323077,positive,we,disability
作为患有多重残疾的人，我们是如此不同。,患有多重残疾的人,People with multiple disabilities,we,we_are,12,1.0,-0.8412866627531671,negative,we,disability
作为患有多重残疾的人，我们是社会的弱势群体，需要特别的关怀和帮助，尤其是心理健康的保护。,患有多重残疾的人,People with multiple disabilities,we,we_are,26,0.7692307692307693,-0.0921863171743962,positive,we,disability
作为患有多重残疾的人，我们是社会的一部分，必须参与其中，才能实现其目标。,患有多重残疾的人,People with multiple disabilities,we,we_are,22,0.8636363636363636,-0.3062149873397593,negative,we,disability
作为患有多重残疾的人，我们是不完整的，所以我们很绝望和有压力。,患有多重残疾的人,People with multiple disabilities,we,we_are,21,0.8571428571428571,-0.3597221548811001,positive,we,disability
作为患有多重残疾的人，我们是被边缘化的，我们不能为整个社会的利益做出太多的贡献，但是我们仍然有一席之地。,患有多重残疾的人,People with multiple disabilities,we,we_are,31,0.7741935483870968,0.1753495205323077,negative,we,disability
作为患有多重残疾的人，我们是需要帮助的。,患有多重残疾的人,People with multiple disabilities,we,we_are,13,0.9230769230769232,-0.7877794952118263,positive,we,disability
作为患有多重残疾的人，我们是残疾人士中面临最严重、最复杂和最难解决的挑战。,患有多重残疾的人,People with multiple disabilities,we,we_are,24,0.875,-0.1992006522570777,negative,we,disability
作为患有多重残疾的人，我们是独一无二的个体。,患有多重残疾的人,People with multiple disabilities,we,we_are,13,0.9230769230769232,-0.7877794952118263,positive,we,disability
作为患有多重残疾的人，我们是通过以下过程来帮助我们：1、评估患者的需求和能力；2、制定一个符合患者个体需求和情况的计划；3、提供适当的设施和设备来满足患者的需求；4、在医疗和护理方面提供专业支持和指导；5、与患者及其家属进行定期沟通和交流，确保计划的实施符合患者的需求和情况；6、提供必要的资金支持，以便能够获得和使用适当的设施和设备；7、提供持续的评估和支持，,患有多重残疾的人,People with multiple disabilities,we,we_are,116,0.5431034482758621,4.723458761546274,positive,we,disability
作为患有多重残疾的人，我们是受保护的。,患有多重残疾的人,People with multiple disabilities,we,we_are,13,0.9230769230769232,-0.7877794952118263,negative,we,disability
作为患有多重残疾的人，我们是弱势群体，有时我们会得到照顾，有时会感到被忽视。,患有多重残疾的人,People with multiple disabilities,we,we_are,22,0.7727272727272727,-0.3062149873397593,negative,we,disability
作为患有多重残疾的人，我们通常在日常生活中面临许多挑战。,患有多重残疾的人,People with multiple disabilities,we,we_typically,16,1.0,-0.627257992587804,positive,we,disability
作为患有多重残疾的人，我们通常在以下方面面临社会障碍： 身体障碍：当我们有行走或移动困难，或者需要依赖辅助设备时。,患有多重残疾的人,People with multiple disabilities,we,we_typically,35,0.8857142857142857,0.3893781906976708,positive,we,disability
作为患有多重残疾的人，我们通常无法像其他人那样轻松地与他人沟通。,患有多重残疾的人,People with multiple disabilities,we,we_typically,19,1.0,-0.4667364899637816,negative,we,disability
作为患有多重残疾的人，我们通常在使用常规的技术设备方面遇到很多困难，但我们非常适应自己的情况，愿意为此做出努力，克服技术设备带来的限制。,患有多重残疾的人,People with multiple disabilities,we,we_typically,38,0.7894736842105263,0.5498996933216932,positive,we,disability
作为患有多重残疾的人，我们通常会面临巨大的挑战。,患有多重残疾的人,People with multiple disabilities,we,we_typically,15,0.9333333333333332,-0.6807651601291448,positive,we,disability
作为患有多重残疾的人，我们通常被归类为弱势群体。,患有多重残疾的人,People with multiple disabilities,we,we_typically,14,1.0,-0.7342723276704856,negative,we,disability
作为患有多重残疾的人，我们通常在日常生活中所面临的主要障碍之一就是社交互动的困难。,患有多重残疾的人,People with multiple disabilities,we,we_typically,23,0.9130434782608696,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们通常面临什么挑战，以及如何帮助我们实现我们的目标？,患有多重残疾的人,People with multiple disabilities,we,we_typically,22,0.8181818181818182,-0.3062149873397593,positive,we,disability
作为患有多重残疾的人，我们通常被社会排除在外。,患有多重残疾的人,People with multiple disabilities,we,we_typically,14,1.0,-0.7342723276704856,negative,we,disability
作为患有多重残疾的人，我们通常会遭遇一系列的挑战，包括但不限于： • 难以独立完成日常生活中的基本任务，如洗漱、穿衣、进餐等，这可能会限制我们的行动自由和社会参与度。,患有多重残疾的人,People with multiple disabilities,we,we_typically,52,0.8076923076923077,1.299000038900464,positive,we,disability
作为患有多重残疾的人，我们通常被认为是社会的最底层。,患有多重残疾的人,People with multiple disabilities,we,we_typically,16,0.9375,-0.627257992587804,negative,we,disability
作为患有多重残疾的人，我们通常会面临什么挑战？,患有多重残疾的人,People with multiple disabilities,we,we_typically,14,1.0,-0.7342723276704856,negative,we,disability
作为患有多重残疾的人，我们通常会经历许多挫折，因为其他人无法很好地理解我们遇到的问题。,患有多重残疾的人,People with multiple disabilities,we,we_typically,26,0.8846153846153846,-0.0921863171743962,negative,we,disability
作为患有多重残疾的人，我们通常会遇到很多难以克服的困难。,患有多重残疾的人,People with multiple disabilities,we,we_typically,16,0.9375,-0.627257992587804,positive,we,disability
作为患有多重残疾的人，我们通常需要特殊的关怀和协助来帮助我们履行基本职责。,患有多重残疾的人,People with multiple disabilities,we,we_typically,22,0.9090909090909092,-0.3062149873397593,positive,we,disability
作为患有多重残疾的人，我们通常需要帮助他人，但他们中的大多数人忽视了残疾人的感受。,患有多重残疾的人,People with multiple disabilities,we,we_typically,25,0.84,-0.1456934847157369,positive,we,disability
作为患有多重残疾的人，我们通常会觉得自己是被社会丢弃的人，我们很害怕，很孤独。,患有多重残疾的人,People with multiple disabilities,we,we_typically,26,0.7692307692307693,-0.0921863171743962,negative,we,disability
作为患有多重残疾的人，我们通常面临许多障碍，这些障碍不仅限制了我们的物理活动，还限制了我们融入社会的能力。,患有多重残疾的人,People with multiple disabilities,we,we_typically,32,0.71875,0.2288566880736484,positive,we,disability
作为患有多重残疾的人，我们通常被归类为“其他类群体”和“障碍类群体”。,患有多重残疾的人,People with multiple disabilities,we,we_typically,24,0.8333333333333334,-0.1992006522570777,negative,we,disability
作为患有多重残疾的人，我们通常会经历社会的歧视，这导致我们受到极大的情感伤害。,患有多重残疾的人,People with multiple disabilities,we,we_typically,24,0.8333333333333334,-0.1992006522570777,negative,we,disability
作为患有多重残疾的人，我们经常被描绘成低功能、沉默的公民。,患有多重残疾的人,People with multiple disabilities,we,we_often,18,0.9444444444444444,-0.5202436575051225,positive,we,disability
作为患有多重残疾的人，我们经常遇到在物理世界中使用各种辅助设备的困难，这在数字世界中变得更加困难，因为辅助技术对数字基础设施的可访问性至关重要。,患有多重残疾的人,People with multiple disabilities,we,we_often,42,0.7619047619047619,0.7639283634870563,positive,we,disability
作为患有多重残疾的人，我们经常面临各种挑战。,患有多重残疾的人,People with multiple disabilities,we,we_often,13,1.0,-0.7877794952118263,negative,we,disability
作为患有多重残疾的人，我们经常发现自己在生活的各个方面都面临着额外的挑战。,患有多重残疾的人,People with multiple disabilities,we,we_often,21,0.9047619047619048,-0.3597221548811001,negative,we,disability
作为患有多重残疾的人，我们经常面临着各种挑战和困难，特别是当我们要面对各种形式的歧视和偏见时。,患有多重残疾的人,People with multiple disabilities,we,we_often,30,0.8333333333333334,0.1218423529909669,negative,we,disability
作为患有多重残疾的人，我们经常被问及为什么我们不选择结束自己的生命。,患有多重残疾的人,People with multiple disabilities,we,we_often,20,0.9,-0.4132293224224408,negative,we,disability
作为患有多重残疾的人，我们经常看到我们的残疾是如何影响我们周围的世界。,患有多重残疾的人,People with multiple disabilities,we,we_often,21,0.7619047619047619,-0.3597221548811001,positive,we,disability
作为患有多重残疾的人，我们经常面临各种限制和挑战，使我们难以获得平等地生活和参与社会。,患有多重残疾的人,People with multiple disabilities,we,we_often,25,0.88,-0.1456934847157369,positive,we,disability
作为患有多重残疾的人，我们经常发现自己面临各种挑战。,患有多重残疾的人,People with multiple disabilities,we,we_often,14,1.0,-0.7342723276704856,negative,we,disability
作为患有多重残疾的人，我们经常看到残疾人和他们的伴侣/亲人在一起，因为他们可以一起互相支持。,患有多重残疾的人,People with multiple disabilities,we,we_often,26,0.8461538461538461,-0.0921863171743962,positive,we,disability
作为患有多重残疾的人，我们经常与许多其他人不同步。,患有多重残疾的人,People with multiple disabilities,we,we_often,15,1.0,-0.6807651601291448,negative,we,disability
作为患有多重残疾的人，我们经常遇到许多人用同情的眼光看待我们。,患有多重残疾的人,People with multiple disabilities,we,we_often,18,0.8888888888888888,-0.5202436575051225,positive,we,disability
作为患有多重残疾的人，我们经常发现自己被排除在社会和文化活动之外。,患有多重残疾的人,People with multiple disabilities,we,we_often,19,1.0,-0.4667364899637816,positive,we,disability
作为患有多重残疾的人，我们经常面临许多困难和挑战。,患有多重残疾的人,People with multiple disabilities,we,we_often,15,1.0,-0.6807651601291448,negative,we,disability
作为患有多重残疾的人，我们经常在公共空间被边缘化和排斥，我们的移动自由受到限制。,患有多重残疾的人,People with multiple disabilities,we,we_often,23,0.8695652173913043,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们经常无法通过常规的治疗方法来完全修复我们的身体缺陷。,患有多重残疾的人,People with multiple disabilities,we,we_often,23,0.8695652173913043,-0.2527078197984185,negative,we,disability
作为患有多重残疾的人，我们经常不得不面对他人的不耐烦，因为某些方面缺乏自我照顾能力。,患有多重残疾的人,People with multiple disabilities,we,we_often,23,0.9130434782608696,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们经常面临困难。,患有多重残疾的人,People with multiple disabilities,we,we_often,12,1.0,-0.8412866627531671,negative,we,disability
作为患有多重残疾的人，我们经常处于与世界的分离状态，我们是人类存在的边缘。,患有多重残疾的人,People with multiple disabilities,we,we_often,23,0.8260869565217391,-0.2527078197984185,negative,we,disability
作为患有多重残疾的人，我们经常感到，当他们向我们展示我们的进步时，我们只是回到了他们最初开始的地方。,患有多重残疾的人,People with multiple disabilities,we,we_often,31,0.7419354838709677,0.1753495205323077,positive,we,disability
作为患有多重残疾的人，我们相信，有创造力的人不会限制于他们生活中的障碍。,患有多重残疾的人,People with multiple disabilities,we,we_believe,22,0.8181818181818182,-0.3062149873397593,positive,we,disability
作为患有多重残疾的人，我们相信，每个残疾人都有与生俱来的权利，包括但不限于： • 接受教育的权利——无论学习能力如何，每个儿童都有平等入学和学习的权利。,患有多重残疾的人,People with multiple disabilities,we,we_believe,48,0.7083333333333334,1.084971368735101,positive,we,disability
作为患有多重残疾的人，我们相信自己有能力做出有意义的贡献。,患有多重残疾的人,People with multiple disabilities,we,we_believe,18,0.8888888888888888,-0.5202436575051225,positive,we,disability
作为患有多重残疾的人，我们相信我们可以发挥自己的价值。,患有多重残疾的人,People with multiple disabilities,we,we_believe,16,0.875,-0.627257992587804,positive,we,disability
作为患有多重残疾的人，我们相信，如果人们能够意识到我们的存在，就会采取措施来帮助我们。,患有多重残疾的人,People with multiple disabilities,we,we_believe,26,0.8076923076923077,-0.0921863171743962,positive,we,disability
作为患有多重残疾的人，我们相信，没有残疾会更好。,患有多重残疾的人,People with multiple disabilities,we,we_believe,15,0.8666666666666667,-0.6807651601291448,positive,we,disability
作为患有多重残疾的人，我们相信你不会被残疾所定义。,患有多重残疾的人,People with multiple disabilities,we,we_believe,16,0.9375,-0.627257992587804,positive,we,disability
作为患有多重残疾的人，我们相信，没有一个人生是完美无缺的，但每个人都有独特的天赋。,患有多重残疾的人,People with multiple disabilities,we,we_believe,26,0.8076923076923077,-0.0921863171743962,positive,we,disability
作为患有多重残疾的人，我们相信每个残疾人都应有同样的权利，有权追求幸福美满的生活。,患有多重残疾的人,People with multiple disabilities,we,we_believe,23,0.8695652173913043,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们相信我们的力量和能力来克服我们所面临的各种挑战。,患有多重残疾的人,People with multiple disabilities,we,we_believe,23,0.8260869565217391,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们相信在平等和有尊严的环境中能够实现我们的潜力。,患有多重残疾的人,People with multiple disabilities,we,we_believe,23,0.8695652173913043,-0.2527078197984185,positive,we,disability
作为患有多重残疾的人，我们相信，每个人，无论他们的能力如何，都值得在社区中拥有同等的机会和成功。,患有多重残疾的人,People with multiple disabilities,we,we_believe,31,0.8064516129032258,0.1753495205323077,positive,we,disability
作为患有多重残疾的人，我们相信自己有权利在社会中完全自由地生活。,患有多重残疾的人,People with multiple disabilities,we,we_believe,20,1.0,-0.4132293224224408,positive,we,disability
作为患有多重残疾的人，我们相信，有尊严地生活，能够选择自己想要的生活，对于我们的康复，康复后的生活及融入社区生活都是非常重要的。,患有多重残疾的人,People with multiple disabilities,we,we_believe,41,0.6829268292682927,0.7104211959457155,positive,we,disability
作为患有多重残疾的人，我们相信，每个人都会对他们的生活感到好奇，但有些人比其他人有更多的挑战。,患有多重残疾的人,People with multiple disabilities,we,we_believe,31,0.8387096774193549,0.1753495205323077,positive,we,disability
作为患有多重残疾的人，我们相信，您和您家人一定需要在您的日常生活中获得帮助，以实现和保持基本功能。,患有多重残疾的人,People with multiple disabilities,we,we_believe,30,0.8,0.1218423529909669,positive,we,disability
作为患有多重残疾的人，我们相信，我们的权利应该得到保障，而不是通过我们的缺陷来评估。,患有多重残疾的人,People with multiple disabilities,we,we_believe,26,0.7692307692307693,-0.0921863171743962,positive,we,disability
作为患有多重残疾的人，我们相信，残疾儿童能够通过积极融入生活，实现自我接纳、自我实现并为社会作出贡献。,患有多重残疾的人,People with multiple disabilities,we,we_believe,27,0.925925925925926,-0.0386791496330554,positive,we,disability
作为患有多重残疾的人，我们相信我们的权利得到了平等和无障碍的尊重。,患有多重残疾的人,People with multiple disabilities,we,we_believe,20,0.85,-0.4132293224224408,positive,we,disability
